"","item_id","Name","Score","Genders","english_name","Type","Episodes","Aired","Premiered","Producers","Licensors","Studios","Source","Duration","Duration_C","Rating","Ranked","Popularity","Members","Favorites","Watching","Completed","On-Hold","Dropped","Plan to Watch"
"480","ID38186","Bokutachi wa Benkyou ga Dekinai","7.33","Harem, Comedy, Romance, School, Shounen","We Never Learn:BOKUBEN","TV","13","Apr 7, 2019 to Jun 30, 2019","Spring 2019","Aniplex, Movic, Barnum Studio, Magic Capsule, Shueisha, BS11, ADK","Aniplex of America","Silver, Arvo Animation","Manga",23,"Less than 30min","PG-13 - Teens 13 or older","2208.0",552,263544,1253,19877,168591,5619,10235,59222
"481","ID39017","Kyokou Suiri","6.96","Mystery, Demons, Supernatural, Romance, Shounen","In/Spectre","TV","12","Jan 12, 2020 to Mar 29, 2020","Winter 2020","Nihon Ad Systems, Kodansha, KlockWorx, Docomo Anime Store, King Records, GYAO!, BS NTV, Crunchyroll SC Anime Fund, Marui Group","Unknown","Brain's Base","Manga",24,"Less than 30min","R - 17+ (violence & profanity)","3778.0",552,262705,923,33896,130014,9232,16318,73245
"482","ID6500","Seikon no Qwaser","6.45","Action, Super Power, Supernatural, Ecchi, Seinen","The Qwaser of Stigmata","TV","24","Jan 10, 2010 to Jun 20, 2010","Winter 2010","TAKI Corporation","Sentai Filmworks","Hoods Entertainment","Manga",24,"Less than 30min","R+ - Mild Nudity","6145.0",553,263615,759,17794,130633,12158,30074,72956
"483","ID17247","Machine-Doll wa Kizutsukanai","7.15","Action, Ecchi, Fantasy, School","Unbreakable Machine-Doll","TV","12","Oct 7, 2013 to Dec 23, 2013","Fall 2013","Genco, Media Factory, Kadokawa Shoten, Movic, AT-X, Showgate","Funimation","Lerche","Light novel",23,"Less than 30min","R+ - Mild Nudity","3003.0",553,264089,658,13661,174310,7149,9507,59462
"484","ID66","Azumanga Daioh","7.98","Slice of Life, Comedy, School","Azumanga Daioh:The Animation","TV","26","Apr 9, 2002 to Oct 1, 2002","Spring 2002","Genco, Lantis, Imagica, TV Tokyo Music, Cosmic Ray, King Records","ADV Films, Sentai Filmworks","J.C.Staff","4-koma manga",24,"Less than 30min","PG-13 - Teens 13 or older","555.0",554,262980,5181,13747,143431,16133,13115,76554
"485","ID14349","Little Witch Academia","7.85","Adventure, Comedy, Magic, Fantasy, School","Unknown","Movie","1","Mar 2, 2013","Unknown","Half H.P Studio, Ultra Super Pictures","Unknown","Trigger","Original",26,"Less than 30min","PG-13 - Teens 13 or older","741.0",554,262537,1281,4845,201860,1790,1470,52572
"486","ID24405","World Trigger","7.58","Action, Sci-Fi, Supernatural, School, Shounen","Unknown","TV","73","Oct 5, 2014 to Apr 3, 2016","Fall 2014","TV Asahi","Unknown","Toei Animation","Manga",23,"Less than 30min","PG-13 - Teens 13 or older","1330.0",554,264062,1720,38824,90960,19865,26523,87890
"487","ID1698","Nodame Cantabile","8.32","Music, Slice of Life, Comedy, Drama, Romance, Josei","Nodame Cantabile","TV","23","Jan 12, 2007 to Jun 15, 2007","Winter 2007","Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fujipacific Music","Unknown","J.C.Staff","Manga",22,"Less than 30min","PG-13 - Teens 13 or older","211.0",558,262005,4913,11233,136757,9371,6836,97808
"488","ID33475","Busou Shoujo Machiavellianism","6.96","Action, Comedy, School, Shounen","Armed Girl's Machiavellism","TV","12","Apr 5, 2017 to Jun 21, 2017","Spring 2017","Media Factory, AT-X, Nippon Columbia, KlockWorx, Glovision, Kadokawa Media House, Toshiba Digital Frontiers, Tsukuru no Mori","Sentai Filmworks","SILVER LINK., Connect","Manga",23,"Less than 30min","PG-13 - Teens 13 or older","3769.0",560,262476,786,15890,184762,4899,10781,46144
"489","ID39533","Given","8.32","Drama, Music, Romance, Shounen Ai, Slice of Life","Unknown","TV","11","Jul 12, 2019 to Sep 20, 2019","Summer 2019","Aniplex, Dentsu, Movic, Fuji TV, Shinshokan","Unknown","Lerche","Manga",22,"Less than 30min","PG-13 - Teens 13 or older","214.0",561,260768,9183,17392,170263,4894,6255,61964
"490","ID101","Air","7.32","Slice of Life, Supernatural, Drama, Romance","Air","TV","12","Jan 7, 2005 to Mar 25, 2005","Winter 2005","Pony Canyon, TBS, Movic","ADV Films, Funimation","Kyoto Animation","Visual novel",24,"Less than 30min","PG-13 - Teens 13 or older","2230.0",563,259381,2704,7367,170036,8109,9992,63877
"491","ID1726","Devil May Cry","6.98","Action, Demons, Fantasy","Devil May Cry","TV","12","Jun 14, 2007 to Sep 6, 2007","Summer 2007","WOWOW, Media Factory, Capcom, Showgate","ADV Films, Funimation","Madhouse","Game",24,"Less than 30min","R - 17+ (violence & profanity)","3699.0",563,260197,1733,9575,183192,8452,11800,47178
"492","ID9181","Motto To LOVE-Ru","7.34","Sci-Fi, Harem, Comedy, Ecchi, School, Shounen","Motto To LOVE Ru","TV","12","Oct 6, 2010 to Dec 22, 2010","Fall 2010","Geneon Universal Entertainment, TBS, Magic Capsule, PRA","Sentai Filmworks","Xebec","Manga",24,"Less than 30min","R+ - Mild Nudity","2166.0",565,259545,956,6785,208088,3299,3597,37776
"493","ID27991","K: Return of Kings","7.63","Action, Super Power, Supernatural","K:Return of Kings","TV","13","Oct 3, 2015 to Dec 26, 2015","Fall 2015","Starchild Records, Mainichi Broadcasting System, Studio Tulip, Glovision","VIZ Media","GoHands","Original",24,"Less than 30min","PG-13 - Teens 13 or older","1202.0",565,257638,1156,16388,166381,8778,7381,58710
"494","ID4975","ChäoS;HEAd","6.37","Sci-Fi, Harem, Mystery, Psychological, Supernatural","ChäoS;HEAd","TV","12","Oct 9, 2008 to Dec 25, 2008","Fall 2008","VAP, Yomiuri Telecasting, Kids Station","Funimation","Madhouse","Visual novel",27,"Less than 30min","R - 17+ (violence & profanity)","6564.0",567,257868,790,8356,174511,6575,12767,55659
"495","ID5042","Kiss x Sis","6.93","Comedy, Ecchi, Harem, Romance, School, Seinen","Unknown","OVA","12","Dec 22, 2008 to Apr 6, 2015","Unknown","Unknown","Unknown","feel.","Manga",24,"Less than 30min","R+ - Mild Nudity","3901.0",568,256088,1266,29182,163235,14989,13608,35074
"496","ID11703","Code:Breaker","6.8","Action, Comedy, Super Power, Supernatural, School, Shounen","Code:Breaker","TV","13","Oct 7, 2012 to Dec 23, 2012","Fall 2012","Bandai Visual, Lantis, Kodansha, Memory-Tech, Bushiroad","Funimation","Kinema Citrus","Manga",24,"Less than 30min","R - 17+ (violence & profanity)","4440.0",568,257812,651,12885,167779,8278,14931,53939
"497","ID4059","Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","8.0","Drama, Romance, School, Slice of Life","Clannad:Another World, Tomoyo Chapter","Special","1","Jul 16, 2008","Unknown","Pony Canyon","Sentai Filmworks","Kyoto Animation","Visual novel",25,"Less than 30min","PG-13 - Teens 13 or older","534.0",569,255959,873,1913,230911,875,704,21556
"498","ID57","Beck","8.31","Comedy, Drama, Music, Shounen, Slice of Life","Beck:Mongolian Chop Squad","TV","26","Oct 7, 2004 to Mar 31, 2005","Fall 2004","Marvelous, Starchild Records, Asatsu DK, Kodansha","Funimation","Madhouse","Manga",25,"Less than 30min","R - 17+ (violence & profanity)","221.0",570,255668,7038,10580,133432,10190,8488,92978
"499","ID72","Full Metal Panic? Fumoffu","8.07","Action, Comedy, School","Full Metal Panic? Fumoffu","TV","12","Aug 26, 2003 to Oct 18, 2003","Summer 2003","Tatsunoko Production, Kadokawa Shoten, Fuji TV, Imagica, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Happinet Pictures, Animation Do","ADV Films, Funimation","Kyoto Animation","Light novel",24,"Less than 30min","PG-13 - Teens 13 or older","452.0",571,254465,2988,5383,204041,4435,3533,37073
"500","ID32189","Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen","7.36","Action, Mystery, Horror, Psychological","Danganronpa 3:The End of Hope's Peak High School - Future Arc","TV","12","Jul 11, 2016 to Sep 26, 2016","Summer 2016","Unknown","Funimation","Lerche","Game",24,"Less than 30min","R - 17+ (violence & profanity)","2057.0",572,256160,1757,14385,173405,6488,6302,55580
"501","ID10490","Blood-C","6.56","Action, Mystery, Horror, Supernatural, Vampire, School","BLOOD-C","TV","12","Jul 8, 2011 to Sep 30, 2011","Summer 2011","Aniplex, Mainichi Broadcasting System, Dwango","Funimation","Production I.G","Manga",23,"Less than 30min","R - 17+ (violence & profanity)","5558.0",573,255157,855,12271,144196,7504,14176,77010
"502","ID32379","Berserk","6.39","Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural","Berserk","TV","12","Jul 1, 2016 to Sep 16, 2016","Summer 2016","WOWOW, Mainichi Broadcasting System, Hakusensha, Ultra Super Pictures, LIDENFILMS, NBCUniversal Entertainment Japan, Lucent Pictures Entertainment, Docomo Anime Store, Koei Tecmo Games, Rialto Entertainment","Funimation, Crunchyroll","Millepensee, GEMBA","Manga",24,"Less than 30min","R+ - Mild Nudity","6438.0",574,254341,1882,16173,145480,5387,25368,61933
"503","ID20767","Noragami OVA","7.76","Action, Adventure, Comedy, Supernatural, Shounen","Unknown","OVA","2","Feb 17, 2014 to Jul 17, 2014","Unknown","Avex Entertainment, Ai Addiction","Unknown","Bones","Manga",24,"Less than 30min","PG-13 - Teens 13 or older","899.0",575,252688,423,12388,206699,3758,1098,28745
"504","ID31163","Dimension W","7.22","Action, Sci-Fi, Seinen","Dimension W","TV","12","Jan 10, 2016 to Mar 27, 2016","Winter 2016","Bandai Visual, Square Enix, Lantis, Tokyo MX, Good Smile Company, Q-Tec, I Will","Funimation","Orange, Studio 3Hz","Manga",24,"Less than 30min","R - 17+ (violence & profanity)","2673.0",576,253127,790,16529,148558,9357,15325,63358
"505","ID12291","Acchi Kocchi (TV)","7.51","Slice of Life, Comedy, Romance, School","Place to Place","TV","12","Apr 6, 2012 to Jun 29, 2012","Spring 2012","Pony Canyon, TBS, DAX Production, BS-TBS, Jumondo, Houbunsha","Sentai Filmworks","AIC","4-koma manga",25,"Less than 30min","PG-13 - Teens 13 or older","1537.0",578,253071,2400,12489,152078,9003,10842,68659
"506","ID268","Golden Boy","8.03","Adventure, Comedy, Ecchi","Golden Boy","OVA","6","Oct 27, 1995 to Jun 28, 1996","Unknown","KSS, Shueisha","ADV Films, Media Blasters, Discotek Media","APPP","Manga",29,"Less than 30min","R+ - Mild Nudity","507.0",579,251683,3784,8418,176125,4379,3914,58847
"507","ID235","Detective Conan","8.16","Adventure, Mystery, Comedy, Police, Shounen","Case Closed","TV","Unknown","Jan 8, 1996 to ?","Winter 1996","Yomiuri Telecasting, Animax, YTV, TMS-Kyokuchi, Shogakukan","Funimation, Crunchyroll","TMS Entertainment","Manga",25,"Less than 30min","PG-13 - Teens 13 or older","349.0",580,252940,11827,116021,9,55211,36141,45558
"508","ID21327","Isshuukan Friends.","7.57","Slice of Life, Comedy, School, Shounen","One Week Friends","TV","12","Apr 7, 2014 to Jun 23, 2014","Spring 2014","Nihon Ad Systems, Pony Canyon, DAX Production, TOHO animation","Sentai Filmworks","Brain's Base","4-koma manga",23,"Less than 30min","PG-13 - Teens 13 or older","1375.0",580,251774,1147,13489,150900,9967,9126,68292
"509","ID10163","C: The Money of Soul and Possibility Control","7.25","Action, Mystery, Super Power, Thriller","[C] CONTROL - The Money and Soul of Possibility","TV","11","Apr 15, 2011 to Jun 24, 2011","Spring 2011","Fuji TV, Jumondo, Sony Music Entertainment, Fujipacific Music","Funimation","Tatsunoko Production","Original",22,"Less than 30min","PG-13 - Teens 13 or older","2564.0",582,250212,1182,9836,162154,7266,9186,61770
"510","ID861","xxxHOLiC","8.01","Comedy, Drama, Mystery, Psychological, Supernatural","xxxHOLiC","TV","24","Apr 7, 2006 to Sep 29, 2006","Spring 2006","TBS, BMG Japan, Kids Station, Kodansha","Funimation","Production I.G","Manga",24,"Less than 30min","PG-13 - Teens 13 or older","527.0",583,249828,4137,13229,123257,13701,11633,88008
"511","ID9379","Denpa Onna to Seishun Otoko","7.18","Sci-Fi, Slice of Life, Comedy","Ground Control to Psychoelectric Girl","TV","12","Apr 15, 2011 to Jul 1, 2011","Spring 2011","Starchild Records, TBS","NIS America, Inc.","Shaft","Light novel",24,"Less than 30min","PG-13 - Teens 13 or older","2838.0",584,249947,1036,12515,137119,8739,9560,82014
"512","ID20689","Hamatora The Animation","7.3","Mystery, Comedy, Super Power, Drama","Hamatora The Animation","TV","12","Jan 8, 2014 to Mar 26, 2014","Winter 2014","TV Tokyo, Avex Entertainment, Sotsu, Movic, AT-X, DAX Production, DIVE II Entertainment, Shueisha","Sentai Filmworks","NAZ","Original",24,"Less than 30min","R - 17+ (violence & profanity)","2331.0",585,249144,997,14254,143323,9422,11837,70308
"513","ID10721","Mawaru Penguindrum","7.98","Mystery, Comedy, Dementia, Psychological, Drama","Penguindrum","TV","24","Jul 8, 2011 to Dec 23, 2011","Summer 2011","Starchild Records, Mainichi Broadcasting System","Sentai Filmworks","Brain's Base","Original",24,"Less than 30min","R - 17+ (violence & profanity)","565.0",588,248060,6711,15584,106107,13067,11005,102297
"514","ID25681","Kamisama Hajimemashita<U+25CE>","8.16","Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo","Kamisama Kiss Season 2","TV","12","Jan 6, 2015 to Mar 31, 2015","Winter 2015","Dentsu, Sotsu","Funimation","TMS Entertainment","Manga",23,"Less than 30min","PG-13 - Teens 13 or older","350.0",589,247905,1783,10538,190718,5071,3441,38137
"515","ID31764","Nejimaki Seirei Senki: Tenkyou no Alderamin","7.73","Action, Adventure, Fantasy, Military","Alderamin on the Sky","TV","13","Jul 9, 2016 to Oct 1, 2016","Summer 2016","Magic Capsule, Warner Bros. Japan, KlockWorx, ASCII Media Works, BS Fuji, Imagine","Funimation, Crunchyroll","Madhouse","Light novel",23,"Less than 30min","R - 17+ (violence & profanity)","949.0",589,245963,1225,15300,161838,5172,6952,56701
"516","ID17513","Diabolik Lovers","5.3","Harem, School, Shoujo, Vampire","Diabolik Lovers","TV","12","Sep 16, 2013 to Dec 9, 2013","Fall 2013","Frontier Works, Idea Factory, Showgate","Sentai Filmworks","Zexcs","Visual novel",15,"Less than 30min","R - 17+ (violence & profanity)","10136.0",590,247790,1920,10319,177270,4560,23384,32257
"517","ID3002","Gyakkyou Burai Kaiji: Ultimate Survivor","8.28","Game, Psychological, Thriller, Seinen","Kaiji:Ultimate Survivor","TV","26","Oct 3, 2007 to Apr 2, 2008","Fall 2007","VAP, Nippon Television Network","Unknown","Madhouse","Manga",23,"Less than 30min","R - 17+ (violence & profanity)","240.0",592,247228,7760,13609,133240,9142,6330,84907
"518","ID8407","Sora no Otoshimono: Forte","7.55","Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural","Heaven's Lost Property:Forte","TV","12","Oct 2, 2010 to Dec 18, 2010","Fall 2010","Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo","Funimation","AIC ASTA","Manga",23,"Less than 30min","PG-13 - Teens 13 or older","1414.0",592,245833,997,6462,200435,3360,3564,32012
"519","ID8086","Densetsu no Yuusha no Densetsu","7.6","Action, Adventure, Magic, Fantasy, Shounen","The Legend of the Legendary Heroes","TV","24","Jul 2, 2010 to Dec 17, 2010","Summer 2010","Lantis, Media Factory, Kadokawa Contents Gate, Fujimi Shobo","Funimation","Zexcs","Light novel",24,"Less than 30min","R - 17+ (violence & profanity)","1259.0",594,244977,1946,14500,149374,8453,7830,64820
"520","ID39783","5-toubun no Hanayome <U+222C>","8.05","Harem, Comedy, Romance, School, Shounen","The Quintessential Quintuplets 2","TV","12","Jan 8, 2021 to ?","Winter 2021","Pony Canyon, Kodansha, DAX Production, BS11, Nichion, GYAO!, Good Smile Film, MAGNET","Unknown","Bibury Animation Studios","Manga",24,"Less than 30min","PG-13 - Teens 13 or older","474.0",595,245999,4100,135081,110,2490,1394,106924
"521","ID1559","Shijou Saikyou no Deshi Kenichi","8.11","Action, Comedy, Martial Arts, School, Shounen","KenIchi:The Mightiest Disciple","TV","50","Oct 7, 2006 to Sep 30, 2007","Fall 2006","TV Tokyo, Tokyo Movie Shinsha, Shogakukan","Funimation, Discotek Media","TMS Entertainment","Manga",25,"Less than 30min","PG-13 - Teens 13 or older","397.0",597,242355,3420,12707,165628,7859,6584,49577
"522","ID35466","ReLIFE: Kanketsu-hen","8.23","Romance, School, Slice of Life","Unknown","Special","4","Mar 21, 2018","Unknown","comico, TMS Music","Funimation","TMS Entertainment","Web manga",23,"Less than 30min","PG-13 - Teens 13 or older","284.0",598,243120,1201,6142,183757,2025,1407,49789
"523","ID9515","Highschool of the Dead: Drifters of the Dead","6.64","Comedy, Ecchi, Supernatural","Unknown","OVA","1","Apr 26, 2011","Unknown","Showgate","Sentai Filmworks","Madhouse","Manga",16,"Less than 30min","R+ - Mild Nudity","5175.0",599,242026,373,2579,216089,816,783,21759
"524","ID11933","Oda Nobuna no Yabou","7.46","Comedy, Historical, Romance","The Ambition of Oda Nobuna","TV","12","Jul 9, 2012 to Sep 24, 2012","Summer 2012","Pony Canyon, AT-X, KlockWorx, SoftBank Creative","Sentai Filmworks","Madhouse, Studio Gokumi","Light novel",24,"Less than 30min","PG-13 - Teens 13 or older","1703.0",599,242603,1115,11215,159454,6185,8087,57662
"525","ID79","Shuffle!","7.09","Harem, Comedy, Drama, Magic, Romance, Ecchi, Fantasy, School, Seinen","Shuffle!","TV","24","Jul 8, 2005 to Jan 6, 2006","Summer 2005","Xebec, Lantis, Memory-Tech","Funimation","Asread","Visual novel",23,"Less than 30min","R+ - Mild Nudity","3231.0",600,240751,1572,10943,151944,9558,13227,55079
"526","ID21085","Witch Craft Works","7.07","Action, Fantasy, Magic, Seinen, Supernatural","Unknown","TV","12","Jan 5, 2014 to Mar 23, 2014","Winter 2014","Bandai Visual, Lantis, Kodansha, Movic, I Will","Unknown","J.C.Staff","Manga",23,"Less than 30min","PG-13 - Teens 13 or older","3375.0",603,238744,579,13643,154235,6590,10104,54172
"527","ID24133","Taimadou Gakuen 35 Shiken Shoutai","6.9","Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural","AntiMagic Academy 35th Test Platoon","TV","12","Oct 8, 2015 to Dec 24, 2015","Fall 2015","KlockWorx, MAGES., Glovision, Kadokawa Media House, Kadokawa, Heiwa","Discotek Media","SILVER LINK.","Light novel",23,"Less than 30min","R - 17+ (violence & profanity)","4037.0",603,239275,455,15093,156663,5957,9921,51641
"528","ID27821","Fate/stay night: Unlimited Blade Works Prologue","8.1","Action, Fantasy, Magic, Supernatural","Fate/stay night:Unlimited Blade Works - Prologue","Special","1","Oct 5, 2014","Unknown","Aniplex, Notes","Aniplex of America","ufotable","Visual novel",51,"Less than 1h","PG-13 - Teens 13 or older","413.0",604,239361,412,3430,207405,1022,667,26837
"529","ID30727","Saenai Heroine no Sodatekata <U+266D>","7.8","Harem, Comedy, Romance, Ecchi, School","Saekano:How to Raise a Boring Girlfriend .flat","TV","11","Apr 14, 2017 to Jun 23, 2017","Spring 2017","Aniplex, Dentsu, Fuji TV, Cospa, Good Smile Company, Kansai Telecasting, Fujimi Shobo","Unknown","A-1 Pictures","Light novel",22,"Less than 30min","PG-13 - Teens 13 or older","826.0",606,239492,1398,14866,151829,5963,4545,62289
"530","ID34626","Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!","8.07","Magic, Adventure, Fantasy, Comedy, Supernatural","KonoSuba:God's Blessing on This Wonderful World! 2:God's blessing on this wonderful Art!","OVA","1","Jul 24, 2017","Unknown","Unknown","Unknown","Studio Deen","Light novel",28,"Less than 30min","PG-13 - Teens 13 or older","453.0",606,239082,638,3376,200972,877,404,33453
"531","ID18677","Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.","6.9","Comedy, Romance, Ecchi, Fantasy","Yusibu:I couldnt become a hero, so I reluctantly decided to get a job.","TV","12","Oct 5, 2013 to Dec 21, 2013","Fall 2013","Lantis, Kadokawa Shoten, Rakuonsha, KlockWorx, chara-ani.com, Docomo Anime Store, Fujimi Shobo","Sentai Filmworks","Asread","Light novel",24,"Less than 30min","R+ - Mild Nudity","4049.0",607,236819,405,13586,144266,6878,10820,61269
"532","ID14199","Oniichan dakedo Ai sae Areba Kankeinai yo ne!","6.53","Comedy, Ecchi, Harem, Romance, School","OniAi","TV","12","Oct 5, 2012 to Dec 21, 2012","Fall 2012","Lantis, Media Factory, AT-X, DAX Production, Cospa, Sony Music Communications","Funimation","SILVER LINK.","Light novel",24,"Less than 30min","R+ - Mild Nudity","5713.0",608,236709,405,13482,143557,6912,11565,61193
"533","ID31704","One Punch Man: Road to Hero","7.73","Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural","Unknown","OVA","1","Dec 4, 2015","Unknown","Unknown","Unknown","Madhouse","Web manga",24,"Less than 30min","R - 17+ (violence & profanity)","964.0",608,237654,347,3502,207187,829,471,25665
"534","ID15085","Amnesia","6.07","Harem, Mystery, Romance, Fantasy, Josei","Amnesia","TV","12","Jan 7, 2013 to Mar 25, 2013","Winter 2013","Geneon Universal Entertainment, Frontier Works, Movic, AT-X, DAX Production, Showgate","Sentai Filmworks","Brain's Base","Visual novel",23,"Less than 30min","PG-13 - Teens 13 or older","7909.0",609,237307,1097,9479,155335,6401,20692,45400
"535","ID6211","Tokyo Magnitude 8.0","8.06","Drama","Tokyo Magnitude 8.0","TV","11","Jul 10, 2009 to Sep 18, 2009","Summer 2009","Dentsu, Fuji TV, Toho, Asmik Ace, Sony Music Entertainment, Sakura Create","Maiden Japan","Bones, Kinema Citrus","Original",22,"Less than 30min","PG-13 - Teens 13 or older","462.0",611,237316,1674,9288,120069,7293,5706,94960
"536","ID6205","Kämpfer","6.45","Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power","Kämpfer","TV","12","Oct 2, 2009 to Dec 18, 2009","Fall 2009","TBS, RAY","Sentai Filmworks","Nomad","Light novel",24,"Less than 30min","R+ - Mild Nudity","6187.0",613,237051,812,9256,164401,5600,12614,45180
"537","ID7769","Ookami-san to Shichinin no Nakama-tachi","7.22","Comedy, Parody, Romance","Okami-San and Her Seven Companions","TV","12","Jul 1, 2010 to Sep 16, 2010","Summer 2010","Genco, Marvelous, Media Factory, AT-X, Magic Capsule, flying DOG","Funimation","J.C.Staff","Light novel",24,"Less than 30min","PG-13 - Teens 13 or older","2694.0",614,235671,784,11462,147972,6708,7851,61678
"538","ID22663","Seiken Tsukai no World Break","6.91","Action, Fantasy, Harem, Romance, School, Supernatural","World Break:Aria of Curse for a Holy Swordsman","TV","12","Jan 12, 2015 to Mar 30, 2015","Winter 2015","Sotsu","Funimation","Diomedéa","Light novel",24,"Less than 30min","R - 17+ (violence & profanity)","3968.0",615,236854,831,11360,172278,4254,9235,39727
"539","ID13655","Little Busters!","7.52","Slice of Life, Comedy, Supernatural, Drama, School","Little Busters!","TV","26","Oct 6, 2012 to Apr 6, 2013","Fall 2012","Warner Bros. Japan, Showgate","Sentai Filmworks","J.C.Staff","Visual novel",24,"Less than 30min","PG-13 - Teens 13 or older","1533.0",617,236200,1915,15056,106133,12171,14488,88352
"540","ID38555","Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...","7.49","Comedy, Drama, Romance, Fantasy, School","My Next Life as a Villainess:All Routes Lead to Doom!","TV","12","Apr 5, 2020 to Jun 21, 2020","Spring 2020","Mainichi Broadcasting System, Asmik Ace, King Records, Ichijinsha, Nichion","Unknown","SILVER LINK.","Light novel",24,"Less than 30min","PG-13 - Teens 13 or older","1588.0",617,238610,1787,29570,144162,5369,7770,51739
"541","ID39026","Dumbbell Nan Kilo Moteru?","7.36","Comedy, Ecchi, Slice of Life, Sports","How heavy are the dumbbells you lift?","TV","12","Jul 3, 2019 to Sep 18, 2019","Summer 2019","AT-X, Shogakukan, Kadokawa Media House, RAY, NTT Plala, Kadokawa","Funimation","Doga Kobo","Web manga",24,"Less than 30min","PG-13 - Teens 13 or older","2060.0",619,236040,842,30925,120773,11651,14640,58051
"542","ID30016","Nanbaka","7.34","Action, Comedy, Drama","Nanbaka","TV","13","Oct 5, 2016 to Dec 28, 2016","Fall 2016","Nihon Ad Systems, DAX Production, Sony Music Communications, comico, Tokuma Japan Communications, Nelke Planning","Funimation","Satelight","Web manga",23,"Less than 30min","PG-13 - Teens 13 or older","2167.0",620,233884,1678,20690,126706,10282,17708,58498
"543","ID1530","Kanon (2006)","8.01","Slice of Life, Supernatural, Drama, Romance","Kanon","TV","24","Oct 6, 2006 to Mar 16, 2007","Fall 2006","Pony Canyon, TBS, Movic","ADV Films, Funimation","Kyoto Animation","Visual novel",24,"Less than 30min","PG-13 - Teens 13 or older","526.0",621,232486,4503,7151,149675,6801,6148,62711
"544","ID68","Black Cat (TV)","7.38","Sci-Fi, Adventure, Comedy, Super Power, Shounen","Black Cat","TV","23","Oct 7, 2005 to Mar 31, 2006","Fall 2005","GDH, Dentsu, TBS, Sotsu Music Publishing","Funimation","Gonzo","Manga",24,"Less than 30min","PG-13 - Teens 13 or older","1965.0",622,231668,1955,10510,142921,11736,11003,55498
"545","ID10213","Maji de Watashi ni Koi Shinasai!","6.77","Harem, Comedy, Super Power, Romance, Ecchi, Martial Arts, School","Majikoi:Oh! Samurai Girls","TV","12","Oct 2, 2011 to Dec 18, 2011","Fall 2011","Unknown","Sentai Filmworks","Lerche","Visual novel",23,"Less than 30min","PG-13 - Teens 13 or older","4602.0",623,231553,555,13102,138072,6534,10022,63823
"546","ID3731","Itazura na Kiss","7.53","Comedy, Romance, Shoujo","ItaKiss","TV","25","Apr 5, 2008 to Sep 25, 2008","Spring 2008","Bandai Visual, Trinity Sound","Discotek Media","TMS Entertainment","Manga",24,"Less than 30min","PG-13 - Teens 13 or older","1483.0",627,228881,3068,9106,153652,6320,10223,49580
"547","ID16918","Gin no Saji","8.11","Comedy, School, Shounen, Slice of Life","Silver Spoon","TV","11","Jul 12, 2013 to Sep 20, 2013","Summer 2013","Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings","Aniplex of America","A-1 Pictures","Manga",23,"Less than 30min","PG-13 - Teens 13 or older","396.0",628,231006,2389,10658,131106,7531,6882,74829
"548","ID32828","Amaama to Inazuma","7.53","Comedy, Slice of Life, Seinen","Sweetness & Lightning","TV","12","Jul 5, 2016 to Sep 20, 2016","Summer 2016","Toei Video, Kodansha, Shin-Ei Animation, DAX Production, Asmik Ace, Yomiuri TV Enterprise, Sumitomo, TMS Music","Unknown","TMS Entertainment","Manga",24,"Less than 30min","PG-13 - Teens 13 or older","1471.0",628,230111,865,19411,122112,11260,11919,65409
"549","ID38759","Sewayaki Kitsune no Senko-san","7.36","Slice of Life, Comedy, Supernatural, Romance","The Helpful Fox Senko-san","TV","12","Apr 10, 2019 to Jun 26, 2019","Spring 2019","Docomo Anime Store, Kadokawa","Funimation","Doga Kobo","Web manga",23,"Less than 30min","PG-13 - Teens 13 or older","2078.0",628,229506,1650,25169,128270,9441,13831,52795
"550","ID41226","Uzaki-chan wa Asobitai!","7.05","Slice of Life, Comedy, Romance, Ecchi","Uzaki-chan Wants to Hang Out!","TV","12","Jul 10, 2020 to Sep 25, 2020","Summer 2020","Movic, AT-X, Enterbrain, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, INCS toenter, IMAGICA Lab.","Funimation","ENGI","Manga",23,"Less than 30min","PG-13 - Teens 13 or older","3441.0",628,232181,1012,34329,126485,5925,13951,51491
